names,cusine,price,reviews_count,rating,address,url
Cafe Boheme,Restaurant,££,"1,321 reviews",4.4,"13 Old Compton St, London W1D 5JQ","https://www.google.com/maps/place/Cafe+Boheme/@51.5108489,-0.1453714,12z/data=!3m1!5s0x487604d29496d7f1:0xd40d9fc7c1bf09f9!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d294c1efdd:0xbba1ed93b80e4e8f!8m2!3d51.5133528!4d-0.1305873!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Prezzo Italian Restaurant London Glasshouse St Soho,Restaurant,££,671 reviews,3.9,"36 Glasshouse St, London W1B 5DL","https://www.google.com/maps/place/Prezzo+Italian+Restaurant+London+Glasshouse+St+Soho/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cdd7f7d6c3:0x8726d17d87d43dfc!8m2!3d51.5106061!4d-0.136827!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
HIDE,Modern European restaurant,££££,"1,745 reviews",4.5,,"https://www.google.com/maps/place/HIDE/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876057bfdc4509f:0xae7716829398dce8!8m2!3d51.5061931!4d-0.1444369!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEabW9kZXJuX2V1cm9wZWFuX3Jlc3RhdXJhbnQ"
Browns Covent Garden,Brasserie,££,"2,327 reviews",4.1,"82-84 St Martin's Ln, Greater, London WC2N 4AG","https://www.google.com/maps/place/Browns+Covent+Garden/@51.5108489,-0.1453714,12z/data=!3m1!5s0x487604cdb95ea53f:0xaf032b64772997f9!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cdb9636291:0xa0d5a3dd7d1fbda8!8m2!3d51.511314!4d-0.127275!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEUcmVzdGF1cmFudF9icmFzc2VyaWU"
Sussex Bar & Restaurant,Restaurant,Not Available,116 reviews,4.5,"63-64 Frith St, London W1D 3JW","https://www.google.com/maps/place/Sussex+Bar+%26+Restaurant/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876057b49f01ce3:0xda139de462d85d9a!8m2!3d51.514403!4d-0.1322135!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Al Duca,Italian restaurant,££,283 reviews,4.3,,"https://www.google.com/maps/place/Al+Duca/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d6c3bfd259:0x3a39877b3ca3ee76!8m2!3d51.5081355!4d-0.1362659!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Leicester Square Kitchen,Restaurant,££,577 reviews,4.4,,"https://www.google.com/maps/place/Leicester+Square+Kitchen/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d20382e517:0xe50bddf07390efa9!8m2!3d51.5099027!4d-0.1296965!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Hiba Street Food,Lebanese restaurant,£,876 reviews,4.6,"10 Tottenham St, London W1T 4RD","https://www.google.com/maps/place/Hiba+Street+Food/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b2953298613:0x11c537fabe5b35a7!8m2!3d51.5206838!4d-0.1351766!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETbGViYW5lc2VfcmVzdGF1cmFudA"
Thai Square Trafalgar Square,Thai restaurant,££,950 reviews,4.1,,"https://www.google.com/maps/place/Thai+Square+Trafalgar+Square/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d1ce4a3aed:0x58d7e09f36c3e392!8m2!3d51.5073796!4d-0.1300267!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEPdGhhaV9yZXN0YXVyYW50"
Savoir Faire Restaurant,Modern French restaurant,££,711 reviews,4.5,,"https://www.google.com/maps/place/Savoir+Faire+Restaurant/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b3304e1bd9b:0x4e24567b7a5b0e26!8m2!3d51.5171814!4d-0.1258417!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEYbW9kZXJuX2ZyZW5jaF9yZXN0YXVyYW50"
Circolo Popolare,Italian restaurant,£££,"5,067 reviews",4.7,"40-41 Rathbone Pl, London W1T 1HX","https://www.google.com/maps/place/Circolo+Popolare/@51.5108489,-0.1453714,12z/data=!3m1!5s0x47d8baeaa44662f3:0xd40dda79723ab435!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761ba809fd882b:0x817eee82a924ec96!8m2!3d51.5172118!4d-0.1338416!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Hachi Japanese BBQ Restaurant,Yakiniku restaurant,Not Available,227 reviews,4.3,"56 Brewer St, London W1F 9TJ","https://www.google.com/maps/place/Hachi+Japanese+BBQ+Restaurant/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487605afbcd63c9f:0x52a76590fd5c84e3!8m2!3d51.5113841!4d-0.1359489!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETeWFraW5pa3VfcmVzdGF1cmFudA"
Quaglino's,European restaurant,£££,"1,978 reviews",4.3,,"https://www.google.com/maps/place/Quaglino's/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d64ef2008b:0x2404324ade487ffa!8m2!3d51.5074504!4d-0.138954!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETZXVyb3BlYW5fcmVzdGF1cmFudA"
Skylon,Modern European restaurant,£££,895 reviews,4.0,,"https://www.google.com/maps/place/Skylon/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604b7e7c78711:0xef0ed99a64ef17cb!8m2!3d51.505722!4d-0.1174495!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEabW9kZXJuX2V1cm9wZWFuX3Jlc3RhdXJhbnQ"
Terra Rossa,Italian restaurant,Not Available,406 reviews,4.5,"139 Upper St, London N1 1QP","https://www.google.com/maps/place/Terra+Rossa/@51.5108489,-0.1453714,12z/data=!3m1!5s0x48761b66f6ea2855:0x259e8c486e642557!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761bc468d59059:0x49e12b5d81464d59!8m2!3d51.5395052!4d-0.1026342!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Chettinad Restaurant,Indian restaurant,££,"1,595 reviews",4.3,,"https://www.google.com/maps/place/Chettinad+Restaurant/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b2c43161215:0xa7c159183ac6972c!8m2!3d51.5184865!4d-0.1328549!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgERaW5kaWFuX3Jlc3RhdXJhbnQ"
Flat Iron,Steak house,££,"4,107 reviews",4.5,"17 Beak St, Carnaby, London W1F 9RW","https://www.google.com/maps/place/Balthazar/@51.5108489,-0.1453714,12z/data=!4m7!1m3!2m2!1srestaurants+in+london+uk!6e5!3m2!1s0x487604cba00414f5:0xb0431fec86d33eee!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Balthazar,Restaurant,£££,"2,705 reviews",4.3,"4-6 Russell St, London WC2B 5HZ","https://www.google.com/maps/place/Balthazar/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cba00414f5:0xb0431fec86d33eee!8m2!3d51.5123798!4d-0.1213792!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
The Dining Room,American restaurant,Not Available,American restaurant,Not Available,"14 Old Park Ln, London W1K 1ND","https://www.google.com/maps/place/The+Dining+Room/@51.5108489,-0.1453714,12z/data=!3m1!5s0x4876052f7c0093cb:0x3ea6c62cdb6ed630!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876052f63f17985:0xc7b6ec574784fe78!8m2!3d51.5047296!4d-0.149289!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETYW1lcmljYW5fcmVzdGF1cmFudA"
Hard Rock Cafe,American restaurant,£££,"3,268 reviews",4.6,"Building 225, Criterion, 229 Coventry St, London W1J 9HR","https://www.google.com/maps/place/Hard+Rock+Cafe/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876058dacbf712f:0x2c9dde025b6a50f4!8m2!3d51.5099466!4d-0.1337187!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETYW1lcmljYW5fcmVzdGF1cmFudA"
Bocconcino Restaurant,Italian restaurant,£££,771 reviews,4.1,,"https://www.google.com/maps/place/Bocconcino+Restaurant/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487605299def24f5:0xea56924c182e3238!8m2!3d51.5088035!4d-0.1437732!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
The Wolseley,European restaurant,£££,"4,426 reviews",4.5,,"https://www.google.com/maps/place/The+Wolseley/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876052f571cfeaf:0x5350dedd3b5bb322!8m2!3d51.5074427!4d-0.1409233!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgETZXVyb3BlYW5fcmVzdGF1cmFudA"
Heliot Steak House,Steak house,£££,718 reviews,4.5,,"https://www.google.com/maps/place/Heliot+Steak+House/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cd911611b3:0x1a554968650c3a3e!8m2!3d51.5113776!4d-0.1287638!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgELc3RlYWtfaG91c2U"
Holborn Dining Room,Fine dining restaurant,£££,"1,156 reviews",4.4,"252 High Holborn, London WC1V 7EN","https://www.google.com/maps/place/Holborn+Dining+Room/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b35813eef8b:0xb2a415e29b095b15!8m2!3d51.5176141!4d-0.1176279!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEWZmluZV9kaW5pbmdfcmVzdGF1cmFudA"
J Sheekey,Restaurant,££££,"1,484 reviews",4.5,"28-32 St Martin's Ct, London WC2N 4AL","https://www.google.com/maps/place/J+Sheekey/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cdea94f691:0xaf7fb570a74cd900!8m2!3d51.5108984!4d-0.1278404!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Medlar,French restaurant,£££,390 reviews,4.8,,"https://www.google.com/maps/place/Medlar/@51.483142,-0.2477718,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876057aca191795:0x3bb9043599b607d3!8m2!3d51.4830949!4d-0.1777009!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgERZnJlbmNoX3Jlc3RhdXJhbnQ"
Cinnamon Club,Restaurant,£££,"1,610 reviews",4.3,"The Old Westminster Library, Great Smith St, London SW1P 3BU","https://www.google.com/maps/place/Cinnamon+Club/@51.483142,-0.2477718,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604dcbaf70a7b:0x5ac9d64cad7e9dc3!8m2!3d51.497525!4d-0.1296543!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
50 Kalò di Ciro Salvo Pizzeria London,Pizza restaurant,££,"2,162 reviews",4.5,"7 Northumberland Ave, London WC2N 5BY","https://www.google.com/maps/place/50+Kal%C3%B2+di+Ciro+Salvo+Pizzeria+London/@51.483142,-0.2477718,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487605752288afef:0x9ad14700d0feb1e5!8m2!3d51.5071461!4d-0.1265113!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQcGl6emFfcmVzdGF1cmFudA"
London in the Sky,Restaurant,Not Available,122 reviews,4.4,"Peninsula Square, London SE10 0DX","https://www.google.com/maps/place/London+in+the+Sky/@51.5010073,-0.0658393,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x47d8a98b805dccf3:0xfafe6a5867f1f189!8m2!3d51.5010073!4d0.0041985!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Fernando's,Restaurant,Not Available,1 review,5.0,"5 White Kennett St, London E1 7BS","https://www.google.com/maps/place/Fernando's/@51.5010073,-0.0658393,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761cb3504960ef:0xdbbc5b43880be582!8m2!3d51.5155034!4d-0.0769287!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Golden Chippy,Fish & chips shop,£,"1,593 reviews",4.7,"62 Greenwich High Rd, London SE10 8LF","https://www.google.com/maps/place/Golden+Chippy/@51.4758556,-0.0886045,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876028bcc3137f5:0xe4e847cf1eb1b32c!8m2!3d51.4758717!4d-0.0185861!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEZZmlzaF9hbmRfY2hpcHNfcmVzdGF1cmFudA"
Rossopomodoro Covent Garden,Italian restaurant,££,"1,719 reviews",4.3,"50-52, Monmouth St, London WC2H 9EP","https://www.google.com/maps/place/Rossopomodoro+Covent+Garden/@51.4758556,-0.0886045,12z/data=!3m1!5s0x487604cd1226d65f:0x6eac37047c550aea!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cd11e8c8d9:0x880927baf023cd36!8m2!3d51.513014!4d-0.1272764!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Viet Food,Vietnamese restaurant,££,"2,155 reviews",4.4,"34-36 Wardour St, London W1D 6QT","https://www.google.com/maps/place/Viet+Food/@51.5108489,-0.1453714,12z/data=!3m1!5s0x487604d3b2a5af9b:0x3ae59f62e3a2ef3f!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d3b2b0a37b:0xae2a8b484a575ccd!8m2!3d51.511621!4d-0.1321675!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEVdmlldG5hbWVzZV9yZXN0YXVyYW50"
Brasserie of Light,Restaurant,Not Available,904 reviews,4.3,"400 Oxford St, Duke St, London W1A 1AB","https://www.google.com/maps/place/Brasserie+of+Light/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48760551660d9db5:0x4c8088b81f20f543!8m2!3d51.5146994!4d-0.1518007!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
ROVI,Mediterranean restaurant,£££,927 reviews,4.6,"59 Wells St, London W1A 3AE","https://www.google.com/maps/place/ROVI/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761b277a0418d9:0xdf34d009ce1c0467!8m2!3d51.5176204!4d-0.1387599!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEYbWVkaXRlcnJhbmVhbl9yZXN0YXVyYW50"
Laxsa Soho,Malaysian restaurant,Not Available,290 reviews,4.4,"37 Old Compton St, London W1D 5JY","https://www.google.com/maps/place/Laxsa+Soho/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487605710af9d3a1:0x8381a2499d267a34!8m2!3d51.5129115!4d-0.1317324!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEUbWFsYXlzaWFuX3Jlc3RhdXJhbnQ"
Mildreds Soho,Vegan restaurant,££,"3,153 reviews",4.5,"45 Lexington St, Carnaby, London W1F 9AN","https://www.google.com/maps/place/Mildreds+Soho/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d4925cc9b1:0x1382b06767ef178b!8m2!3d51.5130244!4d-0.1364136!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQdmVnYW5fcmVzdGF1cmFudA"
Bill's Soho Restaurant,Modern British restaurant,££,"3,810 reviews",4.3,"36-44 Brewer St, London W1F 9TB","https://www.google.com/maps/place/Bill's+Soho+Restaurant/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d470b388d7:0xd9b0dbe68445a4fc!8m2!3d51.5118524!4d-0.1350999!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEZbW9kZXJuX2JyaXRpc2hfcmVzdGF1cmFudA"
Cotidie,Italian restaurant,Not Available,6 reviews,4.3,"50 Marylebone High St, London W1U 5HN","https://www.google.com/maps/place/Cotidie/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x48761ad1c1a54efd:0xd4c03e1c1bb79402!8m2!3d51.5216216!4d-0.151677!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESaXRhbGlhbl9yZXN0YXVyYW50"
Le Garrick,French restaurant,££,830 reviews,4.4,"10-12 Garrick St, London WC2E 9BH","https://www.google.com/maps/place/Le+Garrick/@51.5108489,-0.1453714,12z/data=!3m1!5s0x487604cc4e12bc55:0xd9e9f8d3bc4e0ce9!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cc4e37e741:0xa01f2606af83e8b8!8m2!3d51.5116349!4d-0.1260958!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgERZnJlbmNoX3Jlc3RhdXJhbnQ"
Tortilla Charing Cross,Mexican restaurant,£,"1,354 reviews",4.3,"460 Strand, London WC2R 0LQ","https://www.google.com/maps/place/Las+Iguanas+-+London+-+Royal+Festival+Hall/@51.5108489,-0.1453714,12z/data=!4m7!1m3!2m2!1srestaurants+in+london+uk!6e5!3m2!1s0x487604b7e7c78711:0x87947126ea0bf593!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEZbGF0aW5fYW1lcmljYW5fcmVzdGF1cmFudA"
Las Iguanas - London - Royal Festival Hall,Latin American restaurant,££,"2,545 reviews",4.0,"Southbank Centre, Festival Terrace, Belvedere Rd, London SE1 8XX","https://www.google.com/maps/place/The+Ivy+Soho+Brasserie/@51.5108489,-0.1453714,12z/data=!4m7!1m3!2m2!1srestaurants+in+london+uk!6e5!3m2!1s0x487604d3596e41e1:0xbcae4e2254425902!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESYnJpdGlzaF9yZXN0YXVyYW50"
The Ivy Soho Brasserie,British restaurant,£££,"2,206 reviews",4.3,"26-28 Broadwick St, London W1F 8JB","https://www.google.com/maps/place/The+Ivy+Soho+Brasserie/@51.5108489,-0.1453714,12z/data=!3m1!5s0x487604d4a31f9cd3:0x6240f16e2c40eca0!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d3596e41e1:0xbcae4e2254425902!8m2!3d51.513836!4d-0.1357862!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgESYnJpdGlzaF9yZXN0YXVyYW50"
Cinnamon Bazaar,Restaurant,££,848 reviews,4.1,,"https://www.google.com/maps/place/Cinnamon+Bazaar/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cc0eb02233:0xee4641360219bb94!8m2!3d51.5106323!4d-0.1237152!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEKcmVzdGF1cmFudA"
Aqua Kyoto,Authentic Japanese Restaurant,£££,814 reviews,4.1,,"https://www.google.com/maps/place/Aqua+Kyoto/@51.5108489,-0.1453714,12z/data=!3m1!5s0x487604d566af8a59:0x7a6690878818f091!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x4876052aa7f7d857:0x9bc54887d2c29446!8m2!3d51.5144444!4d-0.1408333!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEdamFwYW5lc2VfYXV0aGVudGljX3Jlc3RhdXJhbnQ"
Palm Court Brasserie,Brasserie,££,999 reviews,4.3,,"https://www.google.com/maps/place/Palm+Court+Brasserie/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cc64f6cb3b:0xbe4d426b6a6b2197!8m2!3d51.5119333!4d-0.1242524!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEUcmVzdGF1cmFudF9icmFzc2VyaWU"
Avobar,Health food restaurant,Not Available,707 reviews,3.9,"24 Henrietta St, London WC2E 8ND","https://www.google.com/maps/place/Avobar/@51.5108489,-0.1453714,12z/data=!3m1!5s0x487604cc12d63995:0x1b012ad1feae89a6!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cc133c9953:0x3941819a83dc0fd9!8m2!3d51.510997!4d-0.1242773!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEWaGVhbHRoX2Zvb2RfcmVzdGF1cmFudA"
Honest Burgers Covent Garden,Hamburger restaurant,££,"2,200 reviews",4.4,"33 Southampton St, London WC2E 7HE","https://www.google.com/maps/place/Honest+Burgers+Covent+Garden/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cbeb0c58ff:0xfa48cca0a2aa426e!8m2!3d51.5108441!4d-0.1221385!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWuSARRoYW1idXJnZXJfcmVzdGF1cmFudA"
Sticks'n'Sushi Covent Garden,Sushi restaurant,£££,"2,380 reviews",4.5,,"https://www.google.com/maps/place/Sticks'n'Sushi+Covent+Garden/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604cc74bb24db:0x70a27a595470a814!8m2!3d51.5110276!4d-0.1236169!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEQc3VzaGlfcmVzdGF1cmFudA"
VietCafe Haymarket,Vietnamese restaurant,££,347 reviews,4.2,"23 Haymarket, London SW1Y 4DG","https://www.google.com/maps/place/VietCafe+Haymarket/@51.5108489,-0.1453714,12z/data=!4m10!1m3!2m2!1srestaurants+in+london+uk!6e5!3m5!1s0x487604d1827e5045:0xe6c8976c955d5f9c!8m2!3d51.5091927!4d-0.132103!15sChhyZXN0YXVyYW50cyBpbiBsb25kb24gdWtaGiIYcmVzdGF1cmFudHMgaW4gbG9uZG9uIHVrkgEVdmlldG5hbWVzZV9yZXN0YXVyYW50"
